,x,y,z,counter,delta
25279,-1.500104999999996,-0.0001199999999954,3.999840000000006,1000000.0,0
25284,-1.500104999999996,-0.0001199999999954,6.499815000000005,1000000.0,0
32335,1.499865000000005,-0.0001199999999954,3.999840000000006,1000000.0,0
32340,1.499865000000005,-0.0001199999999954,6.499815000000005,1000000.0,0
82903,-1.500104999999996,-0.0001199999999954,3.999840000000006,980153.0,3
82904,-1.500104999999996,-0.0001199999999954,4.4998350000000045,19847.0,3
82908,-1.500104999999996,-0.0001199999999954,6.499815000000005,352065.0,3
82909,-1.500104999999996,-0.0001199999999954,6.999810000000007,647935.0,3
89959,1.499865000000005,-0.0001199999999954,3.999840000000006,1000000.0,3
89964,1.499865000000005,-0.0001199999999954,6.499815000000005,1000000.0,3
140508,-1.500104999999996,-0.5001149999999956,6.499815000000005,31756.0,6
140509,-1.500104999999996,-0.5001149999999956,6.999810000000007,77266.0,6
140527,-1.500104999999996,-0.0001199999999954,3.999840000000006,495345.0,6
140528,-1.500104999999996,-0.0001199999999954,4.4998350000000045,504655.0,6
140532,-1.500104999999996,-0.0001199999999954,6.499815000000005,122167.0,6
140533,-1.500104999999996,-0.0001199999999954,6.999810000000007,334274.0,6
140556,-1.500104999999996,0.4998750000000047,6.499815000000005,31955.0,6
140557,-1.500104999999996,0.4998750000000047,6.999810000000007,77820.0,6
141685,-1.0001099999999958,-0.5001149999999956,6.999810000000007,55416.0,6
141709,-1.0001099999999958,-0.0001199999999954,6.999810000000007,213381.0,6
141733,-1.0001099999999958,0.4998750000000047,6.999810000000007,55965.0,6
147564,1.499865000000005,-0.5001149999999956,6.499815000000005,102311.0,6
147565,1.499865000000005,-0.5001149999999956,6.999810000000007,5004.0,6
147583,1.499865000000005,-0.0001199999999954,3.999840000000006,1000000.0,6
147588,1.499865000000005,-0.0001199999999954,6.499815000000005,392468.0,6
147589,1.499865000000005,-0.0001199999999954,6.999810000000007,76292.0,6
147612,1.499865000000005,0.4998750000000047,6.499815000000005,102992.0,6
147613,1.499865000000005,0.4998750000000047,6.999810000000007,5139.0,6
148740,1.9998600000000053,-0.5001149999999956,6.499815000000005,98.0,6
148741,1.9998600000000053,-0.5001149999999956,6.999810000000007,50381.0,6
148765,1.9998600000000053,-0.0001199999999954,6.999810000000007,214359.0,6
148788,1.9998600000000053,0.4998750000000047,6.499815000000005,112.0,6
148789,1.9998600000000053,0.4998750000000047,6.999810000000007,50844.0,6
198127,-1.500104999999996,-0.5001149999999956,3.999840000000006,18767.0,8
198128,-1.500104999999996,-0.5001149999999956,4.4998350000000045,41935.0,8
198132,-1.500104999999996,-0.5001149999999956,6.499815000000005,40698.0,8
198133,-1.500104999999996,-0.5001149999999956,6.999810000000007,82804.0,8
198151,-1.500104999999996,-0.0001199999999954,3.999840000000006,298627.0,8
198152,-1.500104999999996,-0.0001199999999954,4.4998350000000045,432711.0,8
198156,-1.500104999999996,-0.0001199999999954,6.499815000000005,54810.0,8
198157,-1.500104999999996,-0.0001199999999954,6.999810000000007,148700.0,8
198175,-1.500104999999996,0.4998750000000047,3.999840000000006,19059.0,8
198176,-1.500104999999996,0.4998750000000047,4.4998350000000045,42107.0,8
198180,-1.500104999999996,0.4998750000000047,6.499815000000005,40362.0,8
198181,-1.500104999999996,0.4998750000000047,6.999810000000007,82576.0,8
199304,-1.0001099999999958,-0.5001149999999956,4.4998350000000045,15450.0,8
199309,-1.0001099999999958,-0.5001149999999956,6.999810000000007,156249.0,8
199328,-1.0001099999999958,-0.0001199999999954,4.4998350000000045,116170.0,8
199333,-1.0001099999999958,-0.0001199999999954,6.999810000000007,237731.0,8
199352,-1.0001099999999958,0.4998750000000047,4.4998350000000045,15174.0,8
199357,-1.0001099999999958,0.4998750000000047,6.999810000000007,156070.0,8
205183,1.499865000000005,-0.5001149999999956,3.999840000000006,45395.0,8
205188,1.499865000000005,-0.5001149999999956,6.499815000000005,121577.0,8
205189,1.499865000000005,-0.5001149999999956,6.999810000000007,2247.0,8
205207,1.499865000000005,-0.0001199999999954,3.999840000000006,803810.0,8
205212,1.499865000000005,-0.0001199999999954,6.499815000000005,174975.0,8
205213,1.499865000000005,-0.0001199999999954,6.999810000000007,33899.0,8
205231,1.499865000000005,0.4998750000000047,3.999840000000006,45839.0,8
205236,1.499865000000005,0.4998750000000047,6.499815000000005,121059.0,8
205237,1.499865000000005,0.4998750000000047,6.999810000000007,2216.0,8
206359,1.9998600000000053,-0.5001149999999956,3.999840000000006,6676.0,8
206364,1.9998600000000053,-0.5001149999999956,6.499815000000005,11004.0,8
206365,1.9998600000000053,-0.5001149999999956,6.999810000000007,138403.0,8
206383,1.9998600000000053,-0.0001199999999954,3.999840000000006,91808.0,8
206389,1.9998600000000053,-0.0001199999999954,6.999810000000007,245332.0,8
206407,1.9998600000000053,0.4998750000000047,3.999840000000006,6472.0,8
206412,1.9998600000000053,0.4998750000000047,6.499815000000005,11099.0,8
206413,1.9998600000000053,0.4998750000000047,6.999810000000007,138189.0,8
255733,-1.500104999999996,-1.0001099999999958,6.999810000000007,11.0,11
255751,-1.500104999999996,-0.5001149999999956,3.999840000000006,45490.0,11
255752,-1.500104999999996,-0.5001149999999956,4.4998350000000045,68870.0,11
255756,-1.500104999999996,-0.5001149999999956,6.499815000000005,41871.0,11
255757,-1.500104999999996,-0.5001149999999956,6.999810000000007,70046.0,11
255775,-1.500104999999996,-0.0001199999999954,3.999840000000006,167949.0,11
255776,-1.500104999999996,-0.0001199999999954,4.4998350000000045,243915.0,11
255780,-1.500104999999996,-0.0001199999999954,6.499815000000005,30596.0,11
255781,-1.500104999999996,-0.0001199999999954,6.999810000000007,83958.0,11
255799,-1.500104999999996,0.4998750000000047,3.999840000000006,45693.0,11
255800,-1.500104999999996,0.4998750000000047,4.4998350000000045,68812.0,11
255804,-1.500104999999996,0.4998750000000047,6.499815000000005,41691.0,11
255805,-1.500104999999996,0.4998750000000047,6.999810000000007,70078.0,11
255829,-1.500104999999996,0.9998700000000048,6.999810000000007,14.0,11
256909,-1.0001099999999958,-1.0001099999999958,6.999810000000007,11209.0,11
256928,-1.0001099999999958,-0.5001149999999956,4.4998350000000045,75495.0,11
256933,-1.0001099999999958,-0.5001149999999956,6.999810000000007,205928.0,11
256934,-1.0001099999999958,-0.5001149999999956,7.499805000000009,337.0,11
256952,-1.0001099999999958,-0.0001199999999954,4.4998350000000045,208357.0,11
256957,-1.0001099999999958,-0.0001199999999954,6.999810000000007,200483.0,11
256958,-1.0001099999999958,-0.0001199999999954,7.499805000000009,5330.0,11
256976,-1.0001099999999958,0.4998750000000047,4.4998350000000045,75419.0,11
256981,-1.0001099999999958,0.4998750000000047,6.999810000000007,205627.0,11
256982,-1.0001099999999958,0.4998750000000047,7.499805000000009,370.0,11
257005,-1.0001099999999958,0.9998700000000048,6.999810000000007,11232.0,11
258085,-0.5001149999999956,-1.0001099999999958,6.999810000000007,675.0,11
258109,-0.5001149999999956,-0.5001149999999956,6.999810000000007,4269.0,11
258110,-0.5001149999999956,-0.5001149999999956,7.499805000000009,2426.0,11
258134,-0.5001149999999956,-0.0001199999999954,7.499805000000009,6719.0,11
258157,-0.5001149999999956,0.4998750000000047,6.999810000000007,4099.0,11
258158,-0.5001149999999956,0.4998750000000047,7.499805000000009,2349.0,11
258181,-0.5001149999999956,0.9998700000000048,6.999810000000007,682.0,11
262807,1.499865000000005,-0.5001149999999956,3.999840000000006,109683.0,11
262812,1.499865000000005,-0.5001149999999956,6.499815000000005,111405.0,11
262813,1.499865000000005,-0.5001149999999956,6.999810000000007,1216.0,11
262831,1.499865000000005,-0.0001199999999954,3.999840000000006,452699.0,11
262836,1.499865000000005,-0.0001199999999954,6.499815000000005,98214.0,11
262837,1.499865000000005,-0.0001199999999954,6.999810000000007,19394.0,11
262855,1.499865000000005,0.4998750000000047,3.999840000000006,109967.0,11
262860,1.499865000000005,0.4998750000000047,6.499815000000005,111115.0,11
262861,1.499865000000005,0.4998750000000047,6.999810000000007,1349.0,11
263983,1.9998600000000053,-0.5001149999999956,3.999840000000006,42834.0,11
263984,1.9998600000000053,-0.5001149999999956,4.4998350000000045,14552.0,11
263988,1.9998600000000053,-0.5001149999999956,6.499815000000005,27236.0,11
263989,1.9998600000000053,-0.5001149999999956,6.999810000000007,190555.0,11
264007,1.9998600000000053,-0.0001199999999954,3.999840000000006,102022.0,11
264008,1.9998600000000053,-0.0001199999999954,4.4998350000000045,111226.0,11
264013,1.9998600000000053,-0.0001199999999954,6.999810000000007,222016.0,11
264031,1.9998600000000053,0.4998750000000047,3.999840000000006,42797.0,11
264032,1.9998600000000053,0.4998750000000047,4.4998350000000045,14220.0,11
264036,1.9998600000000053,0.4998750000000047,6.499815000000005,26977.0,11
264037,1.9998600000000053,0.4998750000000047,6.999810000000007,190523.0,11
313356,-1.500104999999996,-1.0001099999999958,6.499815000000005,14189.0,14
313357,-1.500104999999996,-1.0001099999999958,6.999810000000007,11176.0,14
313375,-1.500104999999996,-0.5001149999999956,3.999840000000006,53306.0,14
313376,-1.500104999999996,-0.5001149999999956,4.4998350000000045,70819.0,14
313380,-1.500104999999996,-0.5001149999999956,6.499815000000005,28270.0,14
313381,-1.500104999999996,-0.5001149999999956,6.999810000000007,45698.0,14
313399,-1.500104999999996,-0.0001199999999954,3.999840000000006,107410.0,14
313400,-1.500104999999996,-0.0001199999999954,4.4998350000000045,156082.0,14
